data_dte,Year,Month,usg_apt_id,usg_apt,usg_wac,fg_apt_id,fg_apt,fg_wac,airlineid,carrier,carriergroup,type,Scheduled,Charter,Total
5/1/2006,2006,5,12016,GUM,5,13162,MAJ,844,20177,PFQ,1,Departures,0,10,10
5/1/2003,2003,5,10299,ANC,1,13856,OKO,736,20007,5Y,1,Departures,0,15,15
5/1/2003,2003,5,10299,ANC,1,13856,OKO,736,20007,5Y,1,Departures,0,15,15
3/1/2007,2007,3,10721,BOS,13,12651,KEF,439,20402,GL,,Departures,0,1,1
12/1/2004,2004,12,11259,DAL,74,16271,YYZ,936,20201,AMQ,1,Departures,0,1,1
5/1/2009,2009,5,13303,MIA,33,11075,CMW,219,21323,5L,0,Departures,0,20,20
10/1/2007,2007,10,14761,SFB,33,11928,GLA,493,20444,JN,0,Departures,0,8,8
2/1/2002,2002,2,14100,PHL,23,11032,CUN,148,20402,MMQ,1,Departures,0,1,1
5/1/2003,2003,5,10299,ANC,1,13856,OKO,736,20007,5Y,1,Departures,0,15,15
11/1/2001,2001,11,13930,ORD,41,16042,YEG,916,19531,AC,0,Departures,0,1,1
7/1/2003,2003,7,13198,MCI,64,13514,MTY,148,20201,AMQ,1,Departures,0,1,1
11/1/2009,2009,11,11057,CLT,36,11032,CUN,148,20423,U5,1,Departures,0,2,2
9/1/2008,2008,9,15016,STL,64,16271,YYZ,936,19531,AC,0,Departures,0,1,1
11/1/2004,2004,11,15304,TPA,33,11032,CUN,148,20402,GL,1,Departures,0,1,1
8/1/2009,2009,8,13061,LRD,74,14886,SLW,148,20166,GFQ,1,Departures,,1,1
5/1/2009,2009,5,13930,ORD,41,11032,CUN,148,19534,AM,0,Departures,0,10,10
6/1/2007,2007,6,12266,IAH,74,15018,STN,493,20007,5Y,1,Departures,0,1,1
7/1/2009,2009,7,15842,WRI,21,16050,YFB,934,20169,L2,1,Departures,0,4,4
2/1/2001,2001,2,11637,FAR,66,14312,PVR,148,20312,TZ,,Departures,0,3,3
10/1/2007,2007,10,10821,BWI,35,12938,LEJ,429,20095,WO,1,Departures,0,5,5
4/1/2007,2007,4,10299,ANC,1,13954,OSN,778,20057,EZ,1,Departures,0,6,6
5/1/2006,2006,5,13796,OAK,91,16042,YEG,916,19531,AC,0,Departures,0,1,1
6/1/2005,2005,6,12478,JFK,22,12991,LIS,469,20415,NA,1,Departures,0,1,1
5/1/2010,2010,5,14050,PDK,34,10591,BHD,493,21131,VSA,0,Departures,0,1,1
10/1/2001,2001,10,11193,CVG,52,11731,FPO,204,20147,T9,1,Departures,0,15,15
1/1/2003,2003,1,12266,IAH,74,10884,CAY,344,20110,AUQ,0,Departures,0,2,2
2/1/2002,2002,2,11267,DAY,44,10752,BRU,409,20095,WO,1,Departures,0,40,40
6/1/2006,2006,6,13303,MIA,33,14626,RSD,204,20401,3M,1,Departures,0,1,1
12/1/2001,2001,12,11697,FLL,33,13605,NAS,204,20402,MMQ,1,Departures,0,2,2
3/1/2003,2003,3,13061,LRD,74,13252,MEX,148,20201,AMQ,1,Departures,0,1,1
2/1/2006,2006,2,11618,EWR,21,10752,BRU,409,20370,KAQ,1,Departures,0,3,3
3/1/2009,2009,3,14512,RFD,41,11032,CUN,148,19534,AM,0,Departures,0,17,17
4/1/2008,2008,4,14122,PIT,23,16271,YYZ,936,20402,GL,1,Departures,0,2,2
9/1/2004,2004,9,12173,HNL,2,15092,SYD,802,20007,5Y,1,Departures,0,8,8
1/1/2010,2010,1,13303,MIA,33,14677,SAL,118,20169,L2,1,Departures,0,2,2
7/1/2007,2007,7,14771,SFO,91,11760,FRA,429,20007,5Y,1,Departures,0,1,1
2/1/2004,2004,2,12478,JFK,22,11548,EMA,493,20370,KAQ,1,Departures,0,5,5
1/1/2002,2002,1,11630,FAI,1,13518,MUC,429,19554,LH,0,Departures,0,1,1
11/1/2006,2006,11,12478,JFK,22,14210,POS,280,20415,NA,1,Departures,0,10,10
8/1/2003,2003,8,11423,DSM,61,12239,HUX,148,20402,MMQ,1,Departures,0,1,1
1/1/2010,2010,1,14027,PBI,33,10371,ASD,204,20401,3M,1,Departures,0,124,124
3/1/2005,2005,3,13930,ORD,41,16229,YVR,906,20190,9S,1,Departures,0,1,1
3/1/2007,2007,3,10299,ANC,1,16042,YEG,916,21069,GG,1,Departures,0,1,1
3/1/2007,2007,3,13303,MIA,33,14286,PTY,162,21074,WAP,0,Departures,0,5,5
3/1/2006,2006,3,14831,SJC,91,16042,YEG,916,20421,SLQ,1,Departures,0,1,1
12/1/2001,2001,12,13244,MEM,54,13113,LUX,454,20007,5Y,1,Departures,0,3,3
8/1/2006,2006,8,14761,SFB,33,12990,LIR,110,20207,XP,1,Departures,0,3,3
6/1/2007,2007,6,13303,MIA,33,14838,SJO,110,20190,9S,1,Departures,0,3,3
6/1/2008,2008,6,13061,LRD,74,11187,CUU,148,20447,U7,1,Departures,0,2,2
1/1/2004,2004,1,11618,EWR,21,16271,YYZ,936,20305,PCQ,1,Departures,0,1,1
4/1/2007,2007,4,13061,LRD,74,16078,YHM,936,20447,U7,1,Departures,0,2,2
2/1/2010,2010,2,14027,PBI,33,16271,YYZ,936,21437,13Q,0,Departures,0,2,2
2/1/2004,2004,2,12217,HSV,51,14115,PIK,493,20007,5Y,1,Departures,0,13,13
11/1/2010,2010,11,14955,SPN,5,13162,MAJ,844,20177,PFQ,1,Departures,0,1,1
4/1/2005,2005,4,15842,WRI,21,15174,TER,469,20007,5Y,1,Departures,0,4,4
4/1/2008,2008,4,12478,JFK,22,12125,HHN,429,20007,5Y,1,Departures,0,1,1
3/1/2004,2004,3,13667,NGU,38,16334,ZXA,482,20193,GR,1,Departures,0,3,3
11/1/2009,2009,11,13303,MIA,33,12051,GYE,337,20149,PRQ,1,Departures,0,1,1
10/1/2010,2010,10,14747,SEA,93,11874,GDL,148,21294,TRA,0,Departures,0,1,1
9/1/2004,2004,9,16091,YIP,43,16097,YKF,936,20166,GFQ,1,Departures,0,19,19
3/1/2003,2003,3,14955,SPN,5,13664,NGO,736,19548,JL,0,Departures,0,4,4
12/1/2009,2009,12,13061,LRD,74,13514,MTY,148,20201,AMQ,1,Departures,0,2,2
6/1/2005,2005,6,13303,MIA,33,14838,SJO,110,20453,ABX,1,Departures,0,7,7
11/1/2009,2009,11,12478,JFK,22,12125,HHN,429,20107,FX,1,Departures,0,2,2
2/1/2005,2005,2,14683,SAT,74,14312,PVR,148,20335,E9,1,Departures,0,2,2
11/1/2005,2005,11,14761,SFB,33,12966,LGW,493,20381,EUQ,0,Departures,0,16,16
4/1/2002,2002,4,13930,ORD,41,14312,PVR,148,20312,TZ,1,Departures,0,17,17
9/1/2004,2004,9,11697,FLL,33,11032,CUN,148,20387,PN,1,Departures,0,1,1
2/1/2004,2004,2,15842,WRI,21,15174,TER,469,20007,5Y,1,Departures,0,4,4
8/1/2005,2005,8,13244,MEM,54,16078,YHM,936,20447,U7,1,Departures,0,1,1
3/1/2003,2003,3,11775,FSD,67,11032,CUN,148,20344,RYQ,1,Departures,0,1,1
8/1/2001,2001,8,11697,FLL,33,13952,OSL,465,20179,6B,0,Departures,0,6,6
6/1/2008,2008,6,13303,MIA,33,15610,VLN,388,20400,PT,1,Departures,,1,1
6/1/2004,2004,6,15016,STL,64,11032,CUN,148,20204,MG,1,Departures,0,71,71
2/1/2004,2004,2,13487,MSP,63,16304,ZIH,148,20204,MG,1,Departures,0,18,18
2/1/2001,2001,2,13487,MSP,63,11244,CZM,148,20204,MG,1,Departures,0,32,32
10/1/2009,2009,10,10821,BWI,35,12651,KEF,439,20402,GL,1,Departures,0,1,1
7/1/2004,2004,7,12478,JFK,22,12972,LHR,493,20007,5Y,1,Departures,0,1,1
4/1/2008,2008,4,11540,ELP,74,11187,CUU,148,20447,U7,1,Departures,0,1,1
3/1/2003,2003,3,13341,MKC,64,16128,YMX,941,20201,AMQ,1,Departures,0,1,1
2/1/2008,2008,2,11375,DOV,31,12938,LEJ,429,20095,WO,1,Departures,0,6,6
2/1/2004,2004,2,13198,MCI,64,14312,PVR,148,20344,RD,1,Departures,0,8,8
6/1/2007,2007,6,10299,ANC,1,14309,PVG,713,20095,WO,1,Departures,0,25,25
11/1/2001,2001,11,12266,IAH,74,13156,MAD,482,20007,5Y,1,Departures,0,1,1
1/1/2005,2005,1,12478,JFK,22,12125,HHN,429,20140,CC,0,Departures,0,1,1
7/1/2007,2007,7,12478,JFK,22,16232,YWG,926,20007,5Y,1,Departures,0,1,1
5/1/2007,2007,5,13697,NKT,36,14889,SMA,469,20213,POQ,0,Departures,0,1,1
2/1/2006,2006,2,12016,GUM,5,15306,TPE,781,20017,CS,1,Departures,0,8,8
3/1/2003,2003,3,12478,JFK,22,16128,YMX,941,20007,5Y,1,Departures,0,1,1
1/1/2005,2005,1,13342,MKE,45,11032,CUN,148,20423,U5,1,Departures,0,19,19
12/1/2003,2003,12,14761,SFB,33,13165,MAN,493,20278,RNQ,0,Departures,0,8,8
8/1/2004,2004,8,12892,LAX,91,12277,ICN,778,20007,5Y,1,Departures,0,49,49
4/1/2006,2006,4,13303,MIA,33,11625,EZE,303,20232,A2,0,Departures,0,8,8
12/1/2006,2006,12,13303,MIA,33,10911,CCS,388,20232,A2,0,Departures,0,25,25
2/1/2005,2005,2,11618,EWR,21,11032,CUN,148,20423,U5,1,Departures,0,28,28
6/1/2003,2003,6,12478,JFK,22,15566,VCE,450,20095,WO,1,Departures,0,2,2
9/1/2005,2005,9,11540,ELP,74,16078,YHM,936,20447,U7,1,Departures,0,1,1
12/1/2001,2001,12,12892,LAX,91,13252,MEX,148,20007,5Y,1,Departures,0,2,2
7/1/2002,2002,7,13891,ONT,91,13594,MZT,148,20399,PLQ,1,Departures,0,6,6
8/1/2009,2009,8,13667,NGU,38,13618,NBW,219,20402,GL,1,Departures,0,1,1
6/1/2009,2009,6,15045,SUU,91,13856,OKO,736,20057,EZ,1,Departures,0,17,17
6/1/2003,2003,6,14761,SFB,33,11208,CWL,493,20278,RNQ,0,Departures,0,8,8
6/1/2010,2010,6,12191,HOU,74,16271,YYZ,936,19790,DL,1,Departures,0,1,1
1/1/2003,2003,1,14679,SAN,91,14832,SJD,148,20312,TZ,1,Departures,0,1,1
12/1/2002,2002,12,10721,BOS,13,11032,CUN,148,20415,XG,1,Departures,0,13,13
6/1/2001,2001,6,12478,JFK,22,11032,CUN,148,20095,WO,1,Departures,0,1,1
4/1/2010,2010,4,13303,MIA,33,13166,MAO,316,19550,KE,0,Departures,0,3,3
6/1/2007,2007,6,10299,ANC,1,14309,PVG,713,20190,9S,1,Departures,0,42,42
5/1/2008,2008,5,10540,BED,13,12900,LBG,427,21160,SVW,0,Departures,0,1,1
3/1/2007,2007,3,14955,SPN,5,14186,PNI,810,20177,PFQ,1,Departures,0,3,3
2/1/2010,2010,2,10994,CHS,37,11560,ENQ,131,20169,L2,1,Departures,0,6,6
11/1/2008,2008,11,15422,UAM,5,13856,OKO,736,20057,EZ,1,Departures,0,1,1
2/1/2007,2007,2,11540,ELP,74,11024,CJS,148,20201,AMQ,1,Departures,0,4,4
3/1/2009,2009,3,15070,SWF,22,15604,VKO,475,20007,5Y,1,Departures,0,1,1
2/1/2010,2010,2,10747,BRO,74,13514,MTY,148,20166,GFQ,1,Departures,0,1,1
12/1/2009,2009,12,10581,BGR,12,14115,PIK,493,20428,VIQ,0,Departures,0,3,3
6/1/2004,2004,6,11066,CMH,44,14293,PUJ,224,20423,U5,1,Departures,0,8,8
5/1/2007,2007,5,13303,MIA,33,10911,CCS,388,20193,GR,1,Departures,0,3,3
2/1/2010,2010,2,13303,MIA,33,10209,AGT,365,20095,WO,1,Departures,0,3,3
8/1/2006,2006,8,12945,LEX,52,16271,YYZ,936,20447,U7,1,Departures,0,1,1
9/1/2004,2004,9,14122,PIT,23,16267,YYR,961,20421,SLQ,1,Departures,0,2,2
9/1/2006,2006,9,11295,DET,43,16271,YYZ,936,20166,GFQ,1,Departures,0,3,3
5/1/2002,2002,5,13303,MIA,33,14838,SJO,110,20400,CCQ,1,Departures,0,2,2
5/1/2009,2009,5,12324,ILN,44,16217,YUL,941,20303,NLQ,0,Departures,0,42,42
8/1/2007,2007,8,14747,SEA,93,16217,YUL,941,20402,GL,1,Departures,0,1,1
9/1/2007,2007,9,12335,IMT,43,16271,YYZ,936,20293,ZX,0,Departures,0,1,1
3/1/2008,2008,3,13303,MIA,33,11082,CNF,316,20149,PRQ,1,Departures,0,1,1
12/1/2007,2007,12,13303,MIA,33,10711,BOG,327,20193,GR,1,Departures,0,28,28
12/1/2003,2003,12,13061,LRD,74,13252,MEX,148,20447,U7,1,Departures,0,4,4
11/1/2009,2009,11,12191,HOU,74,15246,TLC,148,20406,BNQ,1,Departures,0,1,1
6/1/2007,2007,6,11298,DFW,74,13180,MBJ,243,20344,RD,1,Departures,0,16,16
10/1/2009,2009,10,12264,IAD,38,13605,NAS,204,20095,WO,1,Departures,0,6,6
3/1/2007,2007,3,11697,FLL,33,12966,LGW,493,20334,BRQ,0,Departures,0,6,6
1/1/2008,2008,1,12266,IAH,74,11874,GDL,148,20193,GR,1,Departures,0,1,1
2/1/2006,2006,2,13303,MIA,33,15567,VCP,316,20193,GR,1,Departures,0,1,1
2/1/2008,2008,2,11618,EWR,21,16271,YYZ,936,20204,MG,1,Departures,0,2,2
7/1/2006,2006,7,14100,PHL,23,16271,YYZ,936,20313,W8,0,Departures,0,1,1
7/1/2007,2007,7,13303,MIA,33,14030,PBM,379,20214,AD,0,Departures,0,1,1
8/1/2007,2007,8,15016,STL,64,13180,MBJ,243,20204,MG,1,Departures,0,14,14
8/1/2004,2004,8,10747,BRO,74,15246,TLC,148,20447,U7,1,Departures,0,2,2
3/1/2002,2002,3,12892,LAX,91,14228,PPT,823,19856,CYQ,0,Departures,0,10,10
8/1/2003,2003,8,13930,ORD,41,11032,CUN,148,20423,U5,1,Departures,0,46,46
7/1/2005,2005,7,13303,MIA,33,13218,MDE,327,20232,A2,0,Departures,0,32,32
12/1/2004,2004,12,12892,LAX,91,14115,PIK,493,20007,5Y,1,Departures,0,1,1
8/1/2004,2004,8,15842,WRI,21,15174,TER,469,20169,L2,1,Departures,0,8,8
10/1/2007,2007,10,13931,ORF,38,14293,PUJ,224,20402,GL,1,Departures,0,2,2
11/1/2006,2006,11,14101,PHN,43,16252,YXU,936,20166,GFQ,1,Departures,0,1,1
9/1/2003,2003,9,13891,ONT,91,11874,GDL,148,19534,AM,0,Departures,0,32,32
6/1/2005,2005,6,11298,DFW,74,11760,FRA,429,20377,X9,1,Departures,0,2,2
4/1/2002,2002,4,13204,MCO,33,14153,PLS,281,20402,MMQ,1,Departures,0,1,1
4/1/2005,2005,4,11618,EWR,21,10521,BDA,207,20239,CEQ,0,Departures,0,42,42
6/1/2001,2001,6,11697,FLL,33,16271,YYZ,936,20402,MMQ,1,Departures,0,1,1
3/1/2005,2005,3,13342,MKE,45,16304,ZIH,148,20344,RD,1,Departures,0,16,16
11/1/2003,2003,11,10581,BGR,12,14918,SNN,441,20110,AUQ,0,Departures,0,4,4
7/1/2006,2006,7,15295,TOL,44,16095,YJT,961,19874,8C,1,Departures,0,1,1
7/1/2007,2007,7,13204,MCO,33,15125,TAM,148,19559,MX,0,Departures,0,2,2
4/1/2008,2008,4,13061,LRD,74,11874,GDL,148,20447,U7,1,Departures,0,2,2
3/1/2001,2001,3,12478,JFK,22,15513,UVF,276,20415,XG,1,Departures,0,5,5
1/1/2006,2006,1,12016,GUM,5,14583,ROR,854,20177,PFQ,1,Departures,0,6,6
3/1/2008,2008,3,15045,SUU,91,13856,OKO,736,20057,EZ,1,Departures,0,8,8
6/1/2008,2008,6,12892,LAX,91,14681,SAP,131,20453,ABX,1,Departures,0,9,9
12/1/2009,2009,12,10800,BUR,91,15246,TLC,148,21352,0WQ,1,Departures,0,1,1
1/1/2008,2008,1,15167,TEB,21,11444,DUS,429,21008,CAQ,0,Departures,0,1,1
2/1/2001,2001,2,11618,EWR,21,10312,ANU,206,20402,MMQ,1,Departures,0,2,2
5/1/2003,2003,5,13303,MIA,33,11625,EZE,303,20232,A2,0,Departures,0,1,1
7/1/2002,2002,7,11267,DAY,44,16128,YMX,941,20284,TCQ,1,Departures,0,1,1
4/1/2002,2002,4,11764,FRG,22,16271,YYZ,936,19531,AC,0,Departures,0,4,4
5/1/2005,2005,5,14814,SHV,72,16097,YKF,936,20447,U7,1,Departures,0,1,1
4/1/2002,2002,4,14869,SLC,87,14832,SJD,148,20016,LGQ,0,Departures,0,8,8
12/1/2006,2006,12,13061,LRD,74,13514,MTY,148,20447,U7,1,Departures,0,2,2
6/1/2004,2004,6,12892,LAX,91,10970,CGN,429,20193,GR,1,Departures,0,3,3
5/1/2008,2008,5,13667,NGU,38,13754,NSY,450,20007,5Y,1,Departures,0,1,1
11/1/2002,2002,11,14814,SHV,72,10638,BJX,148,20447,U7,1,Departures,0,2,2
5/1/2010,2010,5,11540,ELP,74,13252,MEX,148,20447,U7,1,Departures,0,1,1
12/1/2008,2008,12,13303,MIA,33,14838,SJO,110,20190,9S,1,Departures,0,5,5
5/1/2007,2007,5,11057,CLT,36,13605,NAS,204,20421,SLQ,1,Departures,0,2,2
12/1/2009,2009,12,13303,MIA,33,13166,MAO,316,20377,X9,1,Departures,0,2,2
9/1/2009,2009,9,10747,BRO,74,13018,LMM,148,20166,GFQ,1,Departures,0,1,1
5/1/2010,2010,5,10581,BGR,12,10357,ARN,484,20266,GBQ,0,Departures,0,1,1
1/1/2005,2005,1,12016,GUM,5,13162,MAJ,844,20177,PFQ,1,Departures,0,28,28
3/1/2004,2004,3,13244,MEM,54,11548,EMA,493,20370,KAQ,1,Departures,0,1,1
1/1/2008,2008,1,11618,EWR,21,16271,YYZ,936,20204,MG,1,Departures,0,1,1
2/1/2001,2001,2,12173,HNL,2,13847,OIT,736,19548,JL,0,Departures,0,2,2
9/1/2003,2003,9,13303,MIA,33,14717,SCL,324,20232,A2,0,Departures,0,1,1
5/1/2005,2005,5,12478,JFK,22,14210,POS,280,20147,T9,1,Departures,0,42,42
12/1/2008,2008,12,13303,MIA,33,10292,AMS,461,20007,5Y,1,Departures,0,1,1
3/1/2002,2002,3,11540,ELP,74,11024,CJS,148,20447,U7,1,Departures,0,5,5
10/1/2008,2008,10,14711,SCE,23,16271,YYZ,936,20402,GL,1,Departures,0,1,1
3/1/2010,2010,3,13303,MIA,33,10711,BOG,327,20148,MP,0,Departures,0,12,12
10/1/2008,2008,10,11618,EWR,21,10521,BDA,207,20313,W8,0,Departures,0,46,46
5/1/2005,2005,5,13303,MIA,33,13252,MEX,148,20193,GR,1,Departures,0,1,1
6/1/2006,2006,6,14761,SFB,33,12966,LGW,493,20375,TZQ,0,Departures,0,10,10
10/1/2008,2008,10,13303,MIA,33,14838,SJO,110,20149,PRQ,1,Departures,0,12,12
5/1/2004,2004,5,10721,BOS,13,10411,AUA,277,20344,RD,1,Departures,0,1,1
9/1/2008,2008,9,13303,MIA,33,11625,EZE,303,20007,5Y,1,Departures,0,1,1
9/1/2003,2003,9,13871,OMA,65,16271,YYZ,936,20447,U7,1,Departures,0,1,1
11/1/2010,2010,11,11540,ELP,74,11874,GDL,148,20447,U7,1,Departures,0,1,1
12/1/2006,2006,12,16091,YIP,43,16078,YHM,936,20372,KLQ,1,Departures,0,7,7
6/1/2008,2008,6,10397,ATL,34,14918,SNN,441,20377,X9,1,Departures,0,1,1
9/1/2008,2008,9,13303,MIA,33,12010,GUA,127,20190,9S,1,Departures,0,2,2
5/1/2004,2004,5,13303,MIA,33,13605,NAS,204,20402,MMQ,1,Departures,0,13,13
6/1/2007,2007,6,14683,SAT,74,11032,CUN,148,19534,AM,0,Departures,0,34,34
6/1/2003,2003,6,13891,ONT,91,16257,YYC,916,20284,TCQ,,Departures,0,2,2
5/1/2005,2005,5,12478,JFK,22,11760,FRA,429,20140,CC,0,Departures,0,6,6
11/1/2010,2010,11,14843,SJU,3,10911,CCS,388,20370,KAQ,1,Departures,0,1,1
1/1/2007,2007,1,15842,WRI,21,12125,HHN,429,20057,EZ,1,Departures,0,1,1
4/1/2010,2010,4,14027,PBI,33,10521,BDA,207,20402,GL,1,Departures,0,1,1
3/1/2002,2002,3,13303,MIA,33,12957,LGG,409,20007,5Y,1,Departures,0,5,5
4/1/2005,2005,4,10135,ABE,23,13605,NAS,204,20305,PCQ,1,Departures,0,1,1
3/1/2004,2004,3,12339,IND,42,11185,CUR,259,20312,TZ,1,Departures,0,2,2
10/1/2010,2010,10,10581,BGR,12,12651,KEF,439,21281,JAG,0,Departures,0,1,1
3/1/2008,2008,3,13303,MIA,33,15567,VCP,316,20308,WE,1,Departures,0,9,9
11/1/2007,2007,11,10994,CHS,37,16178,YQX,961,20370,KAQ,1,Departures,0,2,2
9/1/2007,2007,9,11433,DTW,43,16271,YYZ,936,20402,GL,1,Departures,0,1,1
9/1/2001,2001,9,12266,IAH,74,13366,MLH,427,20095,WO,1,Departures,0,1,1
4/1/2001,2001,4,11618,EWR,21,12101,HEL,425,20100,PO,1,Departures,0,1,1
3/1/2005,2005,3,13061,LRD,74,13514,MTY,148,20447,U7,1,Departures,0,6,6
12/1/2006,2006,12,12173,HNL,2,13162,MAJ,844,20177,PFQ,1,Departures,0,21,21
6/1/2004,2004,6,14100,PHL,23,11032,CUN,148,20204,MG,1,Departures,0,2,2
9/1/2002,2002,9,13303,MIA,33,10911,CCS,388,20400,CCQ,1,Departures,0,24,24
5/1/2010,2010,5,15395,TX3,74,16477,QRO,148,20166,GFQ,1,Departures,0,2,2
4/1/2009,2009,4,12889,LAS,85,10790,BUD,437,21281,JAG,0,Departures,0,2,2
1/1/2009,2009,1,11375,DOV,31,12125,HHN,429,20007,5Y,1,Departures,0,25,25
4/1/2003,2003,4,11487,EDF,1,11351,DNA,736,20057,EZ,1,Departures,0,4,4
12/1/2008,2008,12,11540,ELP,74,11024,CJS,148,20201,AMQ,1,Departures,0,2,2
10/1/2007,2007,10,15295,TOL,44,16128,YMX,941,20313,W8,0,Departures,0,16,16
2/1/2001,2001,2,15016,STL,64,14293,PUJ,224,20422,SY,1,Departures,0,12,12
7/1/2005,2005,7,10821,BWI,35,13481,MSE,493,20095,WO,1,Departures,0,2,2
8/1/2007,2007,8,15167,TEB,21,13625,NCE,427,21008,CAQ,0,Departures,0,1,1
10/1/2006,2006,10,16091,YIP,43,16252,YXU,936,20201,AMQ,1,Departures,0,2,2
9/1/2001,2001,9,13303,MIA,33,13166,MAO,316,20193,GR,1,Departures,0,2,2
3/1/2007,2007,3,14108,PIA,41,16252,YXU,936,20372,KLQ,1,Departures,0,17,17
9/1/2005,2005,9,15045,SUU,91,13856,OKO,736,20057,EZ,1,Departures,0,2,2
4/1/2005,2005,4,14761,SFB,33,14207,POP,224,20147,T9,1,Departures,0,5,5
8/1/2006,2006,8,11391,DQK,22,12651,KEF,439,20344,RD,1,Departures,0,1,1
6/1/2008,2008,6,12217,HSV,51,11874,GDL,148,20007,5Y,1,Departures,0,9,9
5/1/2004,2004,5,16218,YUM,81,14115,PIK,493,20100,PO,1,Departures,0,1,1
9/1/2007,2007,9,10299,ANC,1,14309,PVG,713,20057,EZ,1,Departures,0,3,3
2/1/2001,2001,2,12339,IND,42,14012,PAP,238,20312,TZ,1,Departures,0,1,1
9/1/2004,2004,9,11618,EWR,21,16257,YYC,916,19874,8C,1,Departures,0,1,1
2/1/2004,2004,2,11697,FLL,33,14210,POS,280,20387,PN,1,Departures,0,8,8
1/1/2006,2006,1,13342,MKE,45,13180,MBJ,243,20368,G4,1,Departures,0,15,15
3/1/2006,2006,3,10299,ANC,1,13744,NRT,736,20193,GR,1,Departures,0,4,4
1/1/2007,2007,1,14955,SPN,5,12699,KIX,736,19548,JL,0,Departures,0,1,1
8/1/2001,2001,8,13303,MIA,33,12693,KIN,243,20214,AD,0,Departures,0,1,1
1/1/2005,2005,1,13303,MIA,33,10209,AGT,365,20149,PRQ,1,Departures,0,3,3
8/1/2010,2010,8,14814,SHV,72,16477,QRO,148,20447,U7,1,Departures,0,2,2
7/1/2008,2008,7,12217,HSV,51,14115,PIK,493,20007,5Y,1,Departures,0,9,9
1/1/2008,2008,1,13244,MEM,54,16166,YQG,936,20447,U7,1,Departures,0,1,1
