data_dte,Year,Month,usg_apt_id,usg_apt,usg_wac,fg_apt_id,fg_apt,fg_wac,airlineid,carrier,carriergroup,type,Scheduled,Charter,Total
6/1/2001,2001,6,16091,YIP,43,14886,SLW,148,20447,U7,1,Departures,0,3,3
3/1/2010,2010,3,11618,EWR,21,12972,LHR,493,21160,SVW,0,Departures,0,1,1
5/1/2007,2007,5,13930,ORD,41,13605,NAS,204,20204,MG,1,Departures,0,2,2
11/1/2010,2010,11,11433,DTW,43,11032,CUN,148,20437,FL,1,Departures,0,7,7
11/1/2006,2006,11,15842,WRI,21,12125,HHN,429,20057,EZ,1,Departures,0,1,1
10/1/2009,2009,10,13198,MCI,64,10638,BJX,148,20201,AMQ,1,Departures,0,1,1
9/1/2010,2010,9,15167,TEB,21,12914,LCG,482,21309,0RQ,0,Departures,0,1,1
8/1/2010,2010,8,12264,IAD,38,15906,XCR,427,19874,8C,1,Departures,0,1,1
2/1/2008,2008,2,14004,PAE,93,15906,XCR,427,20110,AUQ,0,Departures,0,1,1
4/1/2008,2008,4,15167,TEB,21,16321,ZRH,486,21202,CAZ,0,Departures,0,3,3
9/1/2010,2010,9,13244,MEM,54,16078,YHM,936,20201,AMQ,1,Departures,0,2,2
7/1/2002,2002,7,13495,MSY,72,11032,CUN,148,20305,PCQ,1,Departures,0,16,16
10/1/2006,2006,10,14814,SHV,72,11874,GDL,148,20447,U7,1,Departures,0,1,1
7/1/2006,2006,7,16091,YIP,43,16166,YQG,936,20166,GFQ,1,Departures,0,2,2
7/1/2003,2003,7,15842,WRI,21,14561,RMS,429,20007,5Y,1,Departures,0,12,12
2/1/2001,2001,2,13303,MIA,33,11730,FOR,316,20149,PRQ,1,Departures,0,4,4
8/1/2008,2008,8,10721,BOS,13,15174,TER,469,20360,S4,0,Departures,0,8,8
8/1/2010,2010,8,16091,YIP,43,16271,YYZ,936,21437,13Q,0,Departures,0,2,2
2/1/2002,2002,2,13303,MIA,33,12073,HAV,219,19704,CO,1,Departures,0,96,96
4/1/2001,2001,4,13495,MSY,72,14838,SJO,110,20312,TZ,1,Departures,0,3,3
1/1/2007,2007,1,13342,MKE,45,11032,CUN,148,20368,G4,1,Departures,0,25,25
12/1/2006,2006,12,10647,BKL,44,16106,YKZ,936,20293,ZX,0,Departures,0,1,1
12/1/2007,2007,12,13232,MDW,41,16217,YUL,941,20305,PCQ,1,Departures,0,1,1
2/1/2008,2008,2,15016,STL,64,16042,YEG,916,21161,09Q,1,Departures,0,1,1
7/1/2003,2003,7,13667,NGU,38,11581,ERT,751,20057,EZ,1,Departures,0,10,10
4/1/2002,2002,4,13342,MKE,45,13180,MBJ,243,20312,TZ,1,Departures,0,8,8
5/1/2010,2010,5,11540,ELP,74,16477,QRO,148,20447,U7,1,Departures,0,1,1
8/1/2002,2002,8,11375,DOV,31,16334,ZXA,482,20057,EZ,1,Departures,0,13,13
8/1/2001,2001,8,10299,ANC,1,16229,YVR,906,19991,HP,1,Departures,0,2,2
8/1/2003,2003,8,10559,BFI,93,15999,YAZ,906,20345,RGQ,0,Departures,0,30,30
6/1/2006,2006,6,12016,GUM,5,13694,NGO,736,19548,JL,0,Departures,0,2,2
5/1/2005,2005,5,13303,MIA,33,14739,SDQ,224,20400,PT,1,Departures,0,4,4
1/1/2003,2003,1,13930,ORD,41,14312,PVR,148,20120,DE,0,Departures,0,2,2
6/1/2001,2001,6,13061,LRD,74,13514,MTY,148,19898,TNQ,1,Departures,0,30,30
11/1/2010,2010,11,11618,EWR,21,16217,YUL,941,19531,AC,0,Departures,0,2,2
3/1/2009,2009,3,13303,MIA,33,14739,SDQ,224,20453,ABX,1,Departures,0,14,14
10/1/2005,2005,10,11433,DTW,43,16271,YYZ,936,20447,U7,1,Departures,0,2,2
3/1/2003,2003,3,16091,YIP,43,10628,BIV,509,20447,U7,1,Departures,0,1,1
7/1/2008,2008,7,13342,MKE,45,16229,YVR,906,20314,YX,1,Departures,0,1,1
6/1/2004,2004,6,12217,HSV,51,14115,PIK,493,20007,5Y,1,Departures,0,13,13
6/1/2007,2007,6,11193,CVG,52,11032,CUN,148,20305,PCQ,1,Departures,0,10,10
11/1/2009,2009,11,13303,MIA,33,11082,CNF,316,20149,PRQ,1,Departures,0,1,1
12/1/2009,2009,12,10693,BNA,54,16078,YHM,936,20447,U7,1,Departures,0,1,1
5/1/2006,2006,5,11697,FLL,33,13605,NAS,204,20305,PCQ,1,Departures,0,1,1
4/1/2009,2009,4,13303,MIA,33,14286,PTY,162,20453,ABX,1,Departures,0,8,8
4/1/2003,2003,4,12478,JFK,22,14739,SDQ,224,19546,FI,0,Departures,0,4,4
9/1/2006,2006,9,12266,IAH,74,12876,LAD,502,20095,WO,1,Departures,0,26,26
11/1/2009,2009,11,12266,IAH,74,12876,LAD,502,20095,WO,1,Departures,0,24,24
7/1/2005,2005,7,11728,FOK,22,13560,MXP,450,20266,GBQ,0,Departures,0,1,1
2/1/2007,2007,2,13667,NGU,38,12938,LEJ,429,20095,WO,1,Departures,0,1,1
6/1/2003,2003,6,10397,ATL,34,16083,YHU,941,19790,DL,1,Departures,0,1,1
6/1/2008,2008,6,15422,UAM,5,12143,HKG,729,20007,5Y,1,Departures,0,3,3
1/1/2006,2006,1,14027,PBI,33,13605,NAS,204,21007,BZQ,0,Departures,0,1,1
8/1/2010,2010,8,14635,RSW,33,13605,NAS,204,20368,G4,1,Departures,0,2,2
12/1/2008,2008,12,10581,BGR,12,13957,OST,409,20428,VIQ,0,Departures,0,8,8
12/1/2002,2002,12,13303,MIA,33,12986,LIM,368,20308,WE,1,Departures,0,42,42
12/1/2003,2003,12,11292,DEN,82,16229,YVR,906,20421,SLQ,1,Departures,0,3,3
8/1/2007,2007,8,13303,MIA,33,15567,VCP,316,21148,Q4,0,Departures,0,1,1
2/1/2005,2005,2,16091,YIP,43,14022,PBC,148,20405,MRQ,1,Departures,0,2,2
11/1/2005,2005,11,13930,ORD,41,16178,YQX,961,20193,GR,1,Departures,0,1,1
9/1/2003,2003,9,12339,IND,42,13518,MUC,429,19545,CV,0,Departures,0,2,2
6/1/2007,2007,6,11540,ELP,74,11187,CUU,148,20447,U7,1,Departures,0,2,2
5/1/2004,2004,5,14100,PHL,23,11032,CUN,148,20312,TZ,1,Departures,0,10,10
8/1/2008,2008,8,13303,MIA,33,13218,MDE,327,20370,KAQ,1,Departures,0,2,2
7/1/2006,2006,7,13303,MIA,33,16178,YQX,961,20308,WE,1,Departures,0,2,2
3/1/2010,2010,3,15016,STL,64,11032,CUN,148,19534,AM,0,Departures,0,10,10
2/1/2010,2010,2,15167,TEB,21,15338,TSF,450,21035,TIQ,0,Departures,0,2,2
3/1/2005,2005,3,12016,GUM,5,12414,IWO,736,20017,CS,1,Departures,0,6,6
2/1/2004,2004,2,15045,SUU,91,13856,OKO,736,20057,EZ,1,Departures,0,1,1
4/1/2007,2007,4,14524,RIC,38,13605,NAS,204,20335,E9,1,Departures,0,2,2
6/1/2003,2003,6,13796,OAK,91,16229,YVR,906,20344,RD,1,Departures,0,1,1
4/1/2004,2004,4,10721,BOS,13,10411,AUA,277,20344,RD,1,Departures,0,7,7
3/1/2004,2004,3,13303,MIA,33,14722,SCU,219,20414,OW,1,Departures,0,16,16
4/1/2006,2006,4,13303,MIA,33,15610,VLN,388,20400,PT,1,Departures,0,1,1
7/1/2004,2004,7,13303,MIA,33,13169,MAR,388,20453,ABX,1,Departures,0,3,3
4/1/2006,2006,4,12265,IAG,22,10357,ARN,484,20312,TZ,1,Departures,0,1,1
1/1/2004,2004,1,13930,ORD,41,16257,YYC,916,20344,RD,1,Departures,0,1,1
5/1/2010,2010,5,13198,MCI,64,16042,YEG,916,20374,XE,1,Departures,0,1,1
11/1/2002,2002,11,13303,MIA,33,14196,POA,316,20156,M3,0,Departures,0,2,2
10/1/2002,2002,10,14869,SLC,87,13306,MID,148,20193,GR,1,Departures,0,1,1
4/1/2002,2002,4,10158,ACY,21,16128,YMX,941,20344,RYQ,1,Departures,0,1,1
10/1/2006,2006,10,10581,BGR,12,10673,BLQ,450,20312,TZ,1,Departures,0,1,1
1/1/2003,2003,1,14027,PBI,33,10608,BHX,493,19869,BY,0,Departures,0,2,2
11/1/2005,2005,11,12478,JFK,22,14210,POS,280,20415,NA,1,Departures,0,23,23
7/1/2010,2010,7,11298,DFW,74,16178,YQX,961,20370,KAQ,1,Departures,0,3,3
9/1/2005,2005,9,13002,LKE,93,16233,YWH,906,20272,KAH,1,Departures,0,6,6
10/1/2006,2006,10,11375,DOV,31,12125,HHN,429,20007,5Y,1,Departures,0,2,2
6/1/2003,2003,6,12478,JFK,22,16257,YYC,916,20107,FX,1,Departures,0,1,1
10/1/2007,2007,10,12892,LAX,91,11874,GDL,148,20453,ABX,1,Departures,0,22,22
3/1/2001,2001,3,14122,PIT,23,11032,CUN,148,20344,RYQ,1,Departures,0,1,1
9/1/2005,2005,9,10299,ANC,1,16042,YEG,916,20007,5Y,1,Departures,0,1,1
8/1/2005,2005,8,14843,SJU,3,12051,GYE,337,20149,PRQ,1,Departures,0,1,1
10/1/2002,2002,10,14831,SJC,91,16042,YEG,916,19531,AC,0,Departures,0,1,1
11/1/2007,2007,11,10299,ANC,1,13954,OSN,778,20057,EZ,1,Departures,0,8,8
3/1/2003,2003,3,12889,LAS,85,13252,MEX,148,19559,MX,0,Departures,0,24,24
2/1/2006,2006,2,10994,CHS,37,10711,BOG,327,20169,L2,1,Departures,0,2,2
7/1/2009,2009,7,13303,MIA,33,12010,GUA,127,20190,9S,1,Departures,0,1,1
12/1/2008,2008,12,14843,SJU,3,14739,SDQ,224,20453,ABX,1,Departures,0,10,10
6/1/2003,2003,6,11298,DFW,74,11032,CUN,148,20147,T9,1,Departures,0,63,63
5/1/2002,2002,5,14814,SHV,72,16078,YHM,936,20447,U7,1,Departures,0,1,1
6/1/2003,2003,6,11697,FLL,33,16257,YYC,916,19790,DL,1,Departures,0,1,1
8/1/2008,2008,8,10581,BGR,12,12064,HAJ,429,20140,CC,0,Departures,0,1,1
12/1/2007,2007,12,14100,PHL,23,16217,YUL,941,19531,AC,0,Departures,0,2,2
3/1/2004,2004,3,13667,NGU,38,14918,SNN,441,20057,EZ,1,Departures,0,1,1
8/1/2005,2005,8,14683,SAT,74,16078,YHM,936,20447,U7,1,Departures,0,1,1
1/1/2002,2002,1,12478,JFK,22,12957,LGG,409,20007,5Y,1,Departures,0,8,8
6/1/2005,2005,6,11415,DRT,74,16271,YYZ,936,20166,GFQ,1,Departures,0,1,1
3/1/2007,2007,3,14761,SFB,33,14293,PUJ,224,20368,G4,1,Departures,0,5,5
10/1/2003,2003,10,13930,ORD,41,16178,YQX,961,20370,KAQ,1,Departures,0,2,2
8/1/2008,2008,8,14761,SFB,33,15632,VSA,148,21212,0HQ,0,Departures,0,1,1
1/1/2004,2004,1,10721,BOS,13,10411,AUA,277,20147,T9,1,Departures,0,2,2
2/1/2005,2005,2,14761,SFB,33,14207,POP,224,20344,RD,1,Departures,0,1,1
3/1/2007,2007,3,13930,ORD,41,11032,CUN,148,20423,U5,1,Departures,0,63,63
4/1/2004,2004,4,12478,JFK,22,11032,CUN,148,20399,PLQ,1,Departures,0,2,2
5/1/2007,2007,5,13303,MIA,33,14153,PLS,281,19985,KTQ,0,Departures,0,20,20
4/1/2006,2006,4,11995,GSO,36,16217,YUL,941,20373,PPQ,0,Departures,0,2,2
6/1/2008,2008,6,14683,SAT,74,12010,GUA,127,20402,GL,1,Departures,0,3,3
3/1/2007,2007,3,13077,LSF,34,12849,KWI,644,20007,5Y,1,Departures,0,2,2
12/1/2002,2002,12,13342,MKE,45,11032,CUN,148,20344,RYQ,1,Departures,0,12,12
9/1/2003,2003,9,15016,STL,64,16166,YQG,936,20447,U7,1,Departures,0,1,1
9/1/2002,2002,9,13303,MIA,33,14991,SSA,316,20156,M3,0,Departures,0,1,1
9/1/2002,2002,9,10792,BUF,22,11760,FRA,429,20402,MMQ,1,Departures,0,1,1
5/1/2007,2007,5,13061,LRD,74,16252,YXU,936,20447,U7,1,Departures,0,1,1
4/1/2010,2010,4,14100,PHL,23,16271,YYZ,936,21226,PD,0,Departures,0,2,2
1/1/2007,2007,1,13930,ORD,41,11760,FRA,429,20107,FX,1,Departures,0,1,1
5/1/2003,2003,5,11697,FLL,33,14293,PUJ,224,20399,PLQ,1,Departures,0,2,2
12/1/2003,2003,12,13303,MIA,33,12180,HOG,219,20402,MMQ,1,Departures,0,4,4
10/1/2002,2002,10,13002,LKE,93,16233,YWH,906,20272,KAH,1,Departures,0,6,6
7/1/2005,2005,7,14761,SFB,33,13165,MAN,493,20278,RNQ,0,Departures,0,35,35
9/1/2004,2004,9,11375,DOV,31,13299,MHZ,493,19917,5X,1,Departures,0,1,1
2/1/2003,2003,2,13303,MIA,33,13166,MAO,316,20232,A2,0,Departures,0,7,7
6/1/2008,2008,6,15842,WRI,21,12957,LGG,409,20190,9S,1,Departures,0,1,1
8/1/2009,2009,8,11697,FLL,33,13618,NBW,219,20414,OW,1,Departures,0,16,16
3/1/2005,2005,3,11618,EWR,21,10521,BDA,207,20239,CEQ,0,Departures,0,46,46
6/1/2002,2002,6,13930,ORD,41,10411,AUA,277,20423,USQ,1,Departures,0,8,8
8/1/2008,2008,8,10397,ATL,34,14446,RAB,804,21094,05Q,0,Departures,0,1,1
8/1/2005,2005,8,10994,CHS,37,16178,YQX,961,20057,EZ,1,Departures,0,14,14
8/1/2001,2001,8,13256,MFE,74,14886,SLW,148,20201,AMQ,1,Departures,0,1,1
10/1/2005,2005,10,14057,PDX,92,16257,YYC,916,20400,PT,1,Departures,0,10,10
6/1/2005,2005,6,10792,BUF,22,16271,YYZ,936,20201,AMQ,1,Departures,0,2,2
4/1/2010,2010,4,13303,MIA,33,14849,SKB,275,20402,GL,1,Departures,0,2,2
3/1/2004,2004,3,13667,NGU,38,13754,NSY,450,20357,ER,1,Departures,0,1,1
5/1/2004,2004,5,15295,TOL,44,16128,YMX,941,20239,CEQ,0,Departures,0,32,32
11/1/2006,2006,11,13303,MIA,33,11888,GEO,350,20405,MRQ,1,Departures,0,1,1
12/1/2006,2006,12,11764,FRG,22,16149,YOW,936,20402,GL,1,Departures,0,2,2
2/1/2010,2010,2,13930,ORD,41,11760,FRA,429,20370,KAQ,1,Departures,0,2,2
10/1/2007,2007,10,10994,CHS,37,14115,PIK,493,20057,EZ,1,Departures,0,23,23
1/1/2007,2007,1,13087,LSV,85,13010,LKZ,493,20007,5Y,1,Departures,0,1,1
7/1/2006,2006,7,10994,CHS,37,14115,PIK,493,20057,EZ,1,Departures,0,21,21
4/1/2009,2009,4,14683,SAT,74,12010,GUA,127,20344,RD,1,Departures,0,2,2
7/1/2006,2006,7,11058,CLU,42,12849,KWI,644,20344,RD,1,Departures,0,2,2
3/1/2003,2003,3,14869,SLC,87,12476,JER,493,20281,SLA,1,Departures,0,1,1
9/1/2010,2010,9,12206,HRL,74,12010,GUA,127,20207,XP,1,Departures,0,2,2
12/1/2003,2003,12,13303,MIA,33,14153,PLS,281,20400,CCQ,1,Departures,0,1,1
5/1/2007,2007,5,10994,CHS,37,16178,YQX,961,19917,5X,1,Departures,0,2,2
5/1/2002,2002,5,14869,SLC,87,11032,CUN,148,20016,LGQ,0,Departures,0,8,8
12/1/2005,2005,12,13303,MIA,33,11185,CUR,259,20203,FCQ,1,Departures,0,2,2
5/1/2003,2003,5,13204,MCO,33,16271,YYZ,936,20065,SEQ,0,Departures,0,39,39
4/1/2001,2001,4,12889,LAS,85,11032,CUN,148,20204,MG,1,Departures,0,1,1
6/1/2006,2006,6,13244,MEM,54,16271,YYZ,936,20447,U7,1,Departures,0,3,3
6/1/2008,2008,6,14843,SJU,3,14293,PUJ,224,20374,XE,1,Departures,0,92,92
3/1/2005,2005,3,11057,CLT,36,13252,MEX,148,19386,NW,1,Departures,0,2,2
7/1/2005,2005,7,15842,WRI,21,14115,PIK,493,20057,EZ,1,Departures,0,3,3
2/1/2010,2010,2,11433,DTW,43,16149,YOW,936,19790,DL,1,Departures,0,1,1
10/1/2005,2005,10,15016,STL,64,13306,MID,148,20204,MG,1,Departures,0,1,1
3/1/2009,2009,3,12265,IAG,22,16178,YQX,961,20110,AUQ,0,Departures,0,1,1
1/1/2006,2006,1,13303,MIA,33,15018,STN,493,20007,5Y,1,Departures,0,1,1
7/1/2010,2010,7,13244,MEM,54,16078,YHM,936,20447,U7,1,Departures,0,3,3
3/1/2010,2010,3,12892,LAX,91,14228,PPT,823,21352,0WQ,1,Departures,0,1,1
8/1/2008,2008,8,14853,SKF,74,11560,ENQ,131,20007,5Y,1,Departures,0,1,1
11/1/2005,2005,11,13303,MIA,33,15513,UVF,276,20203,FCQ,1,Departures,0,4,4
10/1/2008,2008,10,13303,MIA,33,12986,LIM,368,20370,KAQ,1,Departures,0,6,6
4/1/2009,2009,4,13303,MIA,33,14030,PBM,379,20453,ABX,1,Departures,0,13,13
12/1/2003,2003,12,13303,MIA,33,10911,CCS,388,20203,FCQ,1,Departures,0,94,94
7/1/2003,2003,7,12478,JFK,22,12073,HAV,219,19790,DL,1,Departures,0,8,8
12/1/2003,2003,12,11540,ELP,74,11187,CUU,148,20447,U7,1,Departures,0,5,5
2/1/2003,2003,2,13796,OAK,91,11874,GDL,148,20016,LGQ,0,Departures,0,45,45
1/1/2007,2007,1,10397,ATL,34,10292,AMS,461,20007,5Y,1,Departures,0,5,5
12/1/2010,2010,12,15304,TPA,33,16149,YOW,936,20402,GL,1,Departures,0,1,1
5/1/2005,2005,5,13303,MIA,33,15455,UIO,337,20308,WE,1,Departures,0,1,1
3/1/2009,2009,3,12478,JFK,22,12957,LGG,409,20190,9S,1,Departures,0,9,9
3/1/2007,2007,3,10299,ANC,1,12277,ICN,778,20190,9S,1,Departures,0,96,96
3/1/2004,2004,3,12266,IAH,74,14994,SSG,521,20095,WO,1,Departures,0,8,8
3/1/2008,2008,3,11344,DMA,81,16232,YWG,926,20110,AUQ,0,Departures,0,1,1
8/1/2005,2005,8,14771,SFO,91,16267,YYR,961,20344,RD,1,Departures,0,1,1
10/1/2008,2008,10,13303,MIA,33,15643,VVI,312,20308,WE,1,Departures,0,1,1
8/1/2002,2002,8,10721,BOS,13,10411,AUA,277,20415,XG,1,Departures,0,18,18
7/1/2010,2010,7,12264,IAD,38,13252,MEX,148,19534,AM,0,Departures,0,2,2
6/1/2007,2007,6,10693,BNA,54,11651,FCO,450,19790,DL,1,Departures,0,2,2
10/1/2007,2007,10,10397,ATL,34,16271,YYZ,936,20314,YX,1,Departures,0,1,1
9/1/2007,2007,9,13303,MIA,33,11032,CUN,148,20222,E7,0,Departures,0,31,31
10/1/2003,2003,10,11697,FLL,33,15246,TLC,148,20201,AMQ,1,Departures,0,1,1
3/1/2002,2002,3,10821,BWI,35,11032,CUN,148,20402,MMQ,1,Departures,0,9,9
8/1/2007,2007,8,15016,STL,64,16166,YQG,936,20166,GFQ,1,Departures,0,1,1
4/1/2004,2004,4,13303,MIA,33,12010,GUA,127,20193,GR,1,Departures,0,5,5
6/1/2007,2007,6,10821,BWI,35,10790,BUD,437,20312,TZ,1,Departures,0,1,1
8/1/2002,2002,8,13303,MIA,33,12073,HAV,219,20402,MMQ,1,Departures,0,2,2
10/1/2004,2004,10,11375,DOV,31,14561,RMS,429,20057,EZ,1,Departures,0,39,39
4/1/2001,2001,4,13342,MKE,45,11032,CUN,148,20204,MG,1,Departures,0,1,1
1/1/2010,2010,1,12478,JFK,22,14012,PAP,238,21236,0JQ,1,Departures,0,1,1
6/1/2002,2002,6,12892,LAX,91,13252,MEX,148,20193,GR,1,Departures,0,5,5
1/1/2009,2009,1,14771,SFO,91,11345,DME,475,21131,VSA,0,Departures,0,1,1
5/1/2009,2009,5,14112,PIE,33,16271,YYZ,936,19704,CO,1,Departures,0,1,1
4/1/2004,2004,4,14100,PHL,23,14312,PVR,148,20423,U5,1,Departures,0,9,9
9/1/2008,2008,9,13303,MIA,33,11878,GDT,281,20203,FCQ,1,Departures,0,1,1
9/1/2004,2004,9,13303,MIA,33,12368,IQQ,324,20232,A2,0,Departures,0,3,3
5/1/2008,2008,5,99999,ZZZ,1,14293,PUJ,224,20447,U7,1,Departures,0,1,1
9/1/2001,2001,9,10423,AUS,74,10884,CAY,344,20110,AUQ,0,Departures,0,1,1
11/1/2009,2009,11,13577,MYR,37,16095,YJT,961,21402,PM,1,Departures,0,1,1
1/1/2008,2008,1,12478,JFK,22,14918,SNN,441,20057,EZ,1,Departures,0,16,16
10/1/2006,2006,10,12892,LAX,91,12277,ICN,778,20370,KAQ,1,Departures,0,6,6
8/1/2001,2001,8,11423,DSM,61,13605,NAS,204,20402,MMQ,1,Departures,0,1,1
1/1/2003,2003,1,12478,JFK,22,14889,SMA,469,20402,MMQ,1,Departures,0,1,1
10/1/2002,2002,10,11267,DAY,44,13514,MTY,148,20344,RYQ,1,Departures,0,4,4
11/1/2005,2005,11,12217,HSV,51,14115,PIK,493,19545,CV,0,Departures,0,7,7
9/1/2009,2009,9,12264,IAD,38,16095,YJT,961,21402,PM,1,Departures,0,1,1
7/1/2003,2003,7,13232,MDW,41,16078,YHM,936,19805,AA,1,Departures,0,1,1
1/1/2003,2003,1,11292,DEN,82,13594,MZT,148,20204,MG,1,Departures,0,10,10
1/1/2004,2004,1,13930,ORD,41,12957,LGG,409,20007,5Y,1,Departures,0,1,1
1/1/2009,2009,1,14683,SAT,74,16271,YYZ,936,20402,GL,1,Departures,0,2,2
4/1/2009,2009,4,14679,SAN,91,12651,KEF,439,20007,5Y,1,Departures,0,2,2
7/1/2006,2006,7,11495,EFD,74,14115,PIK,493,20007,5Y,1,Departures,0,1,1
11/1/2005,2005,11,12187,HOP,52,14115,PIK,493,20007,5Y,1,Departures,0,1,1
9/1/2002,2002,9,13303,MIA,33,13269,MGA,153,20193,GR,1,Departures,0,1,1
8/1/2010,2010,8,12478,JFK,22,12938,LEJ,429,20370,KAQ,1,Departures,0,8,8
6/1/2009,2009,6,10299,ANC,1,12143,HKG,729,20370,KAQ,1,Departures,0,8,8
3/1/2004,2004,3,11193,CVG,52,11032,CUN,148,20423,U5,1,Departures,0,15,15
12/1/2002,2002,12,13303,MIA,33,12180,HOG,219,20203,FCQ,1,Departures,0,10,10
3/1/2007,2007,3,15016,STL,64,16042,YEG,916,19531,AC,0,Departures,0,1,1
1/1/2003,2003,1,13204,MCO,33,14293,PUJ,224,20204,MG,1,Departures,0,3,3
10/1/2010,2010,10,12953,LGA,22,16149,YOW,936,19531,AC,0,Departures,0,2,2
9/1/2009,2009,9,13303,MIA,33,11770,FRS,127,20166,GFQ,1,Departures,0,2,2
10/1/2006,2006,10,11728,FOK,22,11444,DUS,429,20266,GBQ,0,Departures,0,1,1
9/1/2004,2004,9,12478,JFK,22,11966,GOT,484,20007,5Y,1,Departures,0,18,18
5/1/2003,2003,5,10721,BOS,13,11032,CUN,148,20147,T9,1,Departures,0,7,7
2/1/2007,2007,2,13303,MIA,33,15567,VCP,316,20232,A2,0,Departures,0,2,2
5/1/2009,2009,5,13303,MIA,33,10658,BLA,388,20421,SLQ,1,Departures,0,2,2
4/1/2010,2010,4,14814,SHV,72,16078,YHM,936,20447,U7,1,Departures,0,2,2
3/1/2004,2004,3,14112,PIE,33,16271,YYZ,936,20065,SEQ,0,Departures,0,39,39
4/1/2001,2001,4,13930,ORD,41,11244,CZM,148,20204,MG,1,Departures,0,4,4
1/1/2007,2007,1,11540,ELP,74,11024,CJS,148,20201,AMQ,1,Departures,0,4,4
4/1/2007,2007,4,12889,LAS,85,16271,YYZ,936,20065,SEQ,0,Departures,0,18,18
10/1/2010,2010,10,12217,HSV,51,14022,PBC,148,20166,GFQ,1,Departures,0,1,1
7/1/2003,2003,7,10423,AUS,74,11874,GDL,148,20093,CTQ,1,Departures,0,44,44
3/1/2004,2004,3,11775,FSD,67,13594,MZT,148,20344,RD,1,Departures,0,1,1
7/1/2006,2006,7,13667,NGU,38,11581,ERT,751,20057,EZ,1,Departures,0,9,9
12/1/2003,2003,12,12478,JFK,22,14293,PUJ,224,20147,T9,1,Departures,0,1,1
2/1/2008,2008,2,13930,ORD,41,15455,UIO,337,20007,5Y,1,Departures,0,1,1
12/1/2007,2007,12,15842,WRI,21,16050,YFB,934,20169,L2,1,Departures,0,5,5
2/1/2007,2007,2,13061,LRD,74,16477,QRO,148,20201,AMQ,1,Departures,0,1,1
6/1/2002,2002,6,14761,SFB,33,12966,LGW,493,19858,ZB,0,Departures,0,1,1
